venue,base,pass,ts,ok,mid,spread_bps,n_bid,n_ask,depth_bid_10,depth_bid_25,depth_bid_50,depth_bid_100,depth_ask_10,depth_ask_25,depth_ask_50,depth_ask_100,slip_bid_500,slip_bid_1000,slip_bid_2500,slip_bid_5000,slip_bid_10000,slip_bid_25000,slip_ask_500,slip_ask_1000,slip_ask_2500,slip_ask_5000,slip_ask_10000,slip_ask_25000,fill_bid_500,fill_bid_1000,fill_bid_2500,fill_bid_5000,fill_bid_10000,fill_bid_25000,fill_ask_500,fill_ask_1000,fill_ask_2500,fill_ask_5000,fill_ask_10000,fill_ask_25000,err
bybit,XMR,3,1788265421,1,523.88,1.1453,200,200,10123.9512,64908.922,233340.9028,309374.7096,4754.7725,58244.4226,295367.3767,301476.3123,0.991,2.228,3.697,5.815,7.757,11.567,3.086,3.958,5.169,6.879,9.303,14.262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,ZRO,3,1788265421,1,1.01585,0.984397,200,200,6895.79901,32362.5436,93707.74512,133916.18042,4372.30954,19336.08366,40822.60719,133769.80184,2.87,4.003,5.886,7.2,8.732,12.395,0.744,1.859,4.447,6.709,10.491,17.945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,ZEN,3,1788265421,1,5.6495,5.310204,200,200,2265.3718,3879.2673,8961.2171,13667.094,1134.0093,2745.3187,7831.6306,12263.9063,2.655,2.655,3.812,13.8,29.965,94.846,3.849,5.898,12.155,22.789,38.3,84.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,FIL,3,1788265421,1,0.69755,44.441259,41,56,0,15219.432,18119.667,23919.835,0,15287.2197,18372.7168,24172.9171,22.221,22.221,22.221,22.221,22.221,33.701,22.221,22.221,22.221,22.221,22.221,32.099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ICP,3,1788265421,1,2.43115,53.883964,34,48,0,0,17088.96492,31288.98069,0,0,36539.2465,64939.31866,26.942,26.942,26.942,26.942,26.942,35.328,26.942,26.942,26.942,26.942,26.942,29.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,MORPHO,3,1788265421,1,2.5565,89.966751,17,8,0,0,1000.185,1000.185,0,0,998.952,998.952,44.983,44.983,1172.242,1551.308,1740.841,1854.56,44.983,55.588,1201.582,1583.58,1774.579,1889.178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,LDO,3,1788265421,1,0.36995,83.795107,44,39,0,0,17973.0802,23772.9652,0,0,18099.8889,24086.4849,41.898,41.898,41.898,41.898,41.898,51.621,41.898,41.898,41.898,41.898,41.898,48.414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,RUNE,3,1788265421,1,0.4821,78.821821,28,26,0,0,7799.8886,23399.729,0,0,7800.144,23400.258,39.411,39.411,39.411,39.411,48.41,73.645,39.411,39.411,39.411,39.411,48.664,71.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ONDO,3,1788265421,1,0.34855,94.677952,42,29,0,0,7100.0023,7115.9019,0,0,7099.9548,7099.9548,47.339,47.339,47.339,47.339,81.741,145.098,47.339,47.339,47.339,47.339,74.271,113.197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,SPX,3,1788265421,1,0.6134,1229.214216,24,21,0,0,0,0,0,0,0,0,996.488,1220.448,1354.824,1399.616,1422.012,1435.45,614.607,614.607,614.607,614.607,614.607,614.607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,TAO,3,1788265421,1,226.55,32.663871,49,49,0,15433.0492,46294.8296,124794.1216,0,65531.6456,65531.6456,998974.3861,16.332,16.332,16.332,16.332,16.842,24.333,16.332,16.332,16.332,16.332,16.332,16.332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,XMR,3,1788265421,1,523.98,62.597809,55,32,0,0,997.6694,997.6694,0,0,998.678,998.678,31.299,31.299,141.168,177.84,196.176,207.178,31.299,31.793,98.255,120.409,131.486,138.132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ZEC,3,1788265421,1,858.255,43.693308,74,49,0,942.018,9238.428,118534.702,0,11439.729,134359.187,379980.034,21.847,22.55,29.678,32.054,34.903,49.021,21.847,21.847,21.847,21.847,21.847,24.271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,WIF,3,1788265421,1,0.19912,35.154681,41,36,0,15044.9013,22144.93062,36344.88966,0,15102.4257,15102.4257,43502.35678,17.577,17.577,17.577,17.577,17.577,24.189,17.577,17.577,17.577,17.577,19.827,51.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ZEN,3,1788265421,1,5.653,91.986556,23,21,0,0,1001.606,1001.606,0,0,999.504,999.504,45.993,45.993,1127.961,1525.417,1724.145,1843.382,45.993,48.918,1152.912,1559.12,1762.224,1884.087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
hl,ONDO,3,1788265422,1,0.34746,1.726817,20,20,35824.75521,35824.75521,35824.75521,35824.75521,79916.86781,79916.86781,79916.86781,79916.86781,0.954,1.257,1.953,2.922,3.533,5.016,0.863,0.863,0.952,1.194,2.063,2.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
okx,USELESS,3,1788265422,1,0.10239,3.906632,400,400,244.97996,1036.56155,3565.43768,12978.9058,303.51983,1029.95056,4397.64661,16149.5261,10.261,15.797,26.915,37.844,54.459,111.348,9.299,13.755,25.04,35.599,50.891,95.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ZRO,3,1788265422,1,1.018,78.585462,18,19,0,0,2896.998,20291.774,0,0,2897.37,20285.95,39.293,39.293,39.293,47.511,58.186,175.023,39.293,39.293,39.293,47.599,58.566,195.184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
