coin,short_venue,long_venue,long_leg_n,hours,days,pos_frac,median_spread_apr,mean_spread_apr,p25_spread_apr,slope_apr_pts_day,short_leg_median_apr,long_leg_median_apr,rt_stress_pct,net_apr_30d_pct,net_apr_14d_pct,breakeven_days,short_venue_reachable,long_venue_reachable
1000PEPE,binance,BingX,180,1433,59.7,0.056,0.0,-4.9,-7.4,0.048,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
1000PEPE,binance,Variational,180,801,33.4,0.71,0.0,-0.7,-1.2,0.217,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
2Z,binance,Pacifica,157,1437,59.9,0.143,0.0,6.4,0.0,-0.468,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
2Z,binance,Bitunix,157,1437,59.9,0.008,0.0,-0.1,0.0,0.004,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
2Z,binance,MEXC,157,1437,59.9,0.003,0.0,-0.0,0.0,0.002,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
2Z,binance,WhiteBIT,157,1437,59.9,0.0,0.0,-0.4,0.0,0.026,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
2Z,binance,LBank,157,189,7.9,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
2Z,binance,Variational,157,189,7.9,1.0,0.0,2.3,0.0,1.118,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
BEAT,binance,edgeX,539,1421,59.2,0.191,0.0,-2.3,0.0,-0.157,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
BEAT,bitget,HTX,540,1421,59.2,0.259,0.0,-26.7,-70.6,-1.593,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
BEAT,binance,MEXC,539,1421,59.2,0.234,0.0,1.6,0.0,0.09,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
BEAT,binance,LBank,539,785,32.7,0.245,0.0,2.8,-0.5,0.115,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
BEAT,binance,Variational,539,785,32.7,0.898,0.0,8.2,0.0,0.802,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
CRCL,binance,GRVT,270,1417,59.0,0.231,0.0,-8.5,-1.9,0.707,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
CRCL,binance,LBank,270,785,32.7,0.204,0.0,2.5,0.0,-0.004,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
CRCL,binance,Variational,270,785,32.7,0.265,0.0,2.9,0.0,0.055,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
CRCL,binance,Extended,270,169,7.0,0.272,0.0,-4.5,-0.6,-2.253,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
DASH,binance,BingX,270,1417,59.0,0.012,0.0,-3.9,-5.8,0.063,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
DASH,bybit,HTX,270,1417,59.0,0.045,0.0,-10.3,-12.6,0.758,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
DASH,binance,KuCoin,270,1417,59.0,0.131,0.0,-2.0,-4.2,0.054,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
DASH,binance,WhiteBIT,270,1417,59.0,0.113,0.0,-0.2,-4.9,-0.12,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
DASH,binance,Variational,270,785,32.7,0.662,0.0,-2.3,-3.4,0.095,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
DATA,bybit,LBank,329,801,33.4,0.316,0.0,13.8,0.0,0.417,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
DATA,bybit,KuCoin,329,753,31.4,0.127,0.0,5.2,0.0,0.136,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
DOT,bybit,Backpack,270,1417,59.0,0.138,0.0,-2.6,-12.9,0.426,8.0,10.9,0.41,-5.0,-10.7,,untested,reachable
DOT,bitget,BitMEX,270,461,19.2,0.0,0.0,-3.2,-2.7,0.066,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
DOT,bitget,BitMEX,270,461,19.2,0.0,0.0,-3.2,-2.7,0.066,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
DOT,bitget,edgeX,270,1417,59.0,0.003,0.0,0.5,0.0,0.299,10.9,10.9,0.42,-5.1,-10.9,,untested,blocked
DOT,bitget,BingX,270,1417,59.0,0.034,0.0,-1.4,0.0,0.046,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
DOT,bitget,GRVT,270,1417,59.0,0.0,0.0,-2.0,0.0,0.07,10.9,10.9,0.42,-5.1,-10.9,,untested,blocked
DOT,bitget,HTX,270,1417,59.0,0.0,0.0,-2.0,0.0,0.07,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
DOT,bitget,WhiteBIT,270,1417,59.0,0.046,0.0,-0.9,0.0,0.169,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
GRAM,binance,ApeX,367,1421,59.2,0.014,0.0,-10.4,-16.1,0.459,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
GRAM,okx,BitMEX,204,617,25.7,0.0,0.0,-3.0,-0.2,-0.016,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
GRAM,binance,HTX,367,1421,59.2,0.014,0.0,-14.8,-19.4,0.651,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
GRAM,binance,WhiteBIT,367,1421,59.2,0.011,0.0,-11.2,-16.5,0.508,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
GRAM,okx,Orderly,204,1405,58.5,0.643,0.0,-1.2,0.0,0.073,10.9,10.9,0.4,-4.8,-10.4,6060.6,untested,reachable
GRAM,binance,KuCoin,367,173,7.2,0.046,0.0,0.1,0.0,0.09,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
GRAM,binance,LBank,367,173,7.2,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
GRT,bybit,BingX,164,1433,59.7,0.017,0.0,-15.4,-4.3,0.42,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
GRT,binance,KuCoin,164,1433,59.7,0.262,0.0,-1.0,-8.9,-0.021,0.6,10.9,0.4,-4.9,-10.4,,untested,reachable
GRT,bybit,WhiteBIT,164,1433,59.7,0.0,0.0,-16.0,-4.7,0.428,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
GRT,bybit,Variational,164,801,33.4,0.79,0.0,-2.7,0.0,0.397,10.9,10.9,0.41,-5.0,-10.7,1.0084220093627886e+17,untested,blocked
H,binance,BingX,298,1437,59.9,0.44,0.0,0.3,-0.2,0.012,40.9,41.2,0.4,-4.9,-10.4,,untested,reachable
H,binance,Bitunix,298,1437,59.9,0.573,0.0,0.5,-0.4,0.008,40.9,39.5,0.4,-4.9,-10.4,13333.3,untested,blocked
H,binance,HTX,298,1253,52.2,0.415,0.0,-17.8,-11.1,-0.954,46.1,10.9,0.4,-4.9,-10.4,,untested,reachable
HBAR,bitget,Backpack,270,1417,59.0,0.188,0.0,0.1,-4.5,0.145,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
HBAR,bitget,BingX,270,1417,59.0,0.017,0.0,-2.8,-3.2,0.052,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
HBAR,bitget,GRVT,270,1417,59.0,0.102,0.0,-2.4,-4.9,0.072,10.9,10.9,0.42,-5.1,-10.9,,untested,blocked
HBAR,bitget,HTX,270,1417,59.0,0.006,0.0,-6.8,-8.9,0.699,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
HBAR,bitget,WhiteBIT,270,1417,59.0,0.073,0.0,-2.4,-4.2,0.018,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
HBAR,binance,LBank,270,169,7.0,0.142,0.0,-0.0,0.0,-0.059,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
ICP,bybit,Pacifica,270,1417,59.0,0.0,0.0,-6.0,-11.4,0.089,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
ICP,bybit,edgeX,270,1417,59.0,0.003,0.0,-3.5,-11.4,0.317,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
ICP,bybit,BingX,270,1417,59.0,0.006,0.0,-5.5,-10.7,0.051,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
ICP,bybit,GRVT,270,1417,59.0,0.011,0.0,-5.8,-11.4,0.08,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
ICP,bybit,HTX,270,1417,59.0,0.0,0.0,-6.3,-11.4,0.11,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
ICP,bybit,KuCoin,270,1417,59.0,0.09,0.0,-4.0,-8.0,0.039,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
ICP,bybit,WhiteBIT,270,1417,59.0,0.0,0.0,-5.9,-11.0,0.1,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
ICP,binance,LBank,270,169,7.0,0.284,0.0,0.1,0.0,0.078,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
JTO,binance,Bitunix,539,1421,59.2,0.161,0.0,-3.5,-3.5,-0.02,4.3,10.9,0.4,-4.9,-10.4,,untested,blocked
JTO,binance,MEXC,539,1421,59.2,0.158,0.0,-3.5,-4.8,-0.03,4.3,10.9,0.4,-4.9,-10.4,,untested,blocked
JTO,okx,WhiteBIT,164,1437,59.9,0.0,0.0,-1.9,0.0,0.037,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
JTO,bybit,KuCoin,540,1137,47.4,0.021,0.0,-6.7,-12.6,0.052,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
JTO,bybit,Variational,540,173,7.2,0.532,0.0,-6.3,-14.2,0.705,10.9,10.9,0.41,-5.0,-10.7,1.0084220093627886e+17,untested,blocked
KPEPE,hl,Backpack,617,617,25.7,0.352,0.0,7.5,0.0,0.936,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
LDO,binance,ApeX,270,1417,59.0,0.112,0.0,-2.2,-6.8,-0.033,9.4,10.9,0.4,-4.9,-10.4,,untested,blocked
LDO,okx,Pacifica,73,1433,59.7,0.017,0.0,-0.9,0.0,0.047,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LDO,okx,GRVT,73,1433,59.7,0.061,0.0,-0.6,0.0,0.071,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LDO,okx,KuCoin,73,1433,59.7,0.096,0.0,0.1,0.0,0.075,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
LDO,okx,WhiteBIT,73,1433,59.7,0.011,0.0,-2.0,0.0,-0.168,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
LDO,bybit,Variational,270,169,7.0,0.805,0.0,-0.9,0.0,0.276,10.9,10.9,0.41,-5.0,-10.7,1.0084220093627886e+17,untested,blocked
MSFT,binance,GRVT,275,1417,59.0,0.021,0.0,-11.5,-7.2,0.56,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MSFT,binance,HTX,275,1417,59.0,0.072,0.0,-1.1,0.0,-0.017,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
MSFT,binance,LBank,275,785,32.7,0.028,0.0,-1.8,0.0,-0.084,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MSFT,binance,Variational,275,785,32.7,0.028,0.0,-1.8,0.0,-0.079,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MSFT,binance,MEXC,275,761,31.7,0.029,0.0,-1.9,0.0,-0.081,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MSFT,binance,Extended,275,169,7.0,0.047,0.0,0.4,0.0,-0.281,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PENG,binance,HTX,129,1001,41.7,0.064,0.0,1.0,0.0,-0.26,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
PENG,binance,LBank,129,801,33.4,0.08,0.0,1.6,0.0,-0.224,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PENG,binance,MEXC,129,777,32.4,0.051,0.0,-0.0,0.0,-0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SAMSUNGEM,binance,HTX,58,457,19.0,0.175,0.0,1.6,0.0,0.321,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
SAMSUNGEM,binance,LBank,58,457,19.0,0.14,0.0,-1.0,0.0,0.283,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SAMSUNGEM,binance,GRVT,58,361,15.0,0.155,0.0,1.0,-3.2,0.301,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SHOP,binance,MEXC,48,377,15.7,0.109,0.0,0.0,0.0,0.007,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHY,binance,HTX,159,1249,52.0,0.199,0.0,-3.6,0.0,0.32,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
SKHY,binance,GRVT,159,1001,41.7,0.176,0.0,-2.9,0.0,0.409,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHY,binance,LBank,159,785,32.7,0.173,0.0,0.7,0.0,-0.055,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHY,binance,Variational,159,785,32.7,0.204,0.0,0.6,0.0,-0.089,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHY,binance,MEXC,159,761,31.7,0.189,0.0,0.3,0.0,0.011,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHY,binance,Extended,159,89,3.7,0.101,0.0,-15.2,0.0,-8.823,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHYNIX,bybit,GRVT,269,1417,59.0,0.329,0.0,-20.2,-55.6,0.106,0.0,0.0,0.41,-5.0,-10.7,,untested,blocked
SKHYNIX,binance,HTX,421,1417,59.0,0.354,0.0,11.5,-9.1,-0.668,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
SKHYNIX,aster,Extended,70,176,7.3,0.278,0.0,-7.3,0.0,-2.925,0.0,0.0,0.38,-4.6,-9.9,,untested,blocked
SKHYNIX,binance,LBank,421,785,32.7,0.218,0.0,-4.8,-6.4,0.077,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SKHYNIX,binance,MEXC,421,761,31.7,0.222,0.0,-5.7,-6.4,0.486,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SNXX,binance,HTX,162,1177,49.0,0.28,0.0,7.8,0.0,-0.387,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
SNXX,binance,MEXC,162,1177,49.0,0.231,0.0,2.2,0.0,-0.147,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SNXX,binance,LBank,162,785,32.7,0.234,0.0,1.5,0.0,-0.245,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SOXL,binance,GRVT,270,1417,59.0,0.193,0.0,-12.1,-15.4,0.699,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SOXL,binance,HTX,270,1417,59.0,0.345,0.0,4.5,0.0,-0.17,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
SOXL,binance,MEXC,270,1417,59.0,0.334,0.0,0.6,0.0,0.036,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SOXL,binance,Extended,270,1281,53.4,0.327,0.0,-3.1,-3.5,0.113,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SOXL,binance,LBank,270,785,32.7,0.215,0.0,1.2,0.0,0.051,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
SOXL,binance,Variational,270,785,32.7,0.236,0.0,0.8,0.0,0.077,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
TBT,binance,HTX,111,833,34.7,0.058,0.0,-62.8,-72.3,2.031,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
TBT,binance,MEXC,111,833,34.7,0.289,0.0,-2.7,0.0,0.465,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
TBT,binance,LBank,111,801,33.4,0.211,0.0,-21.1,-2.2,3.059,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
TSM,binance,GRVT,120,1433,59.7,0.011,0.0,-14.4,-14.2,0.806,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
TSM,binance,HTX,120,1433,59.7,0.134,0.0,1.2,0.0,-0.007,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
TSM,binance,Variational,120,801,33.4,0.08,0.0,0.3,0.0,0.006,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
TSM,binance,MEXC,120,777,32.4,0.041,0.0,0.0,0.0,0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
UNITREE,binance,MEXC,79,313,13.0,0.323,0.0,-22.7,0.0,11.094,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
UNITREE,binance,HTX,79,313,13.0,0.141,0.0,-57.5,-37.0,19.74,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
UNITREE,binance,Extended,79,261,10.9,0.272,0.0,-0.4,-4.0,-0.389,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
USO,okx,MEXC,180,1337,55.7,0.012,0.0,-0.0,0.0,-0.0,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
USO,okx,LBank,180,801,33.4,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
WDC,binance,GRVT,161,1433,59.7,0.151,0.0,-8.3,-11.6,0.513,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
WDC,binance,Extended,161,1297,54.0,0.196,0.0,-5.7,-0.1,0.209,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
WDC,binance,LBank,161,801,33.4,0.01,0.0,-0.4,0.0,0.061,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
WDC,binance,MEXC,161,777,32.4,0.144,0.0,0.0,0.0,-0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
XLE,binance,GRVT,180,1433,59.7,0.028,0.0,-5.3,0.0,0.131,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
XLE,binance,HTX,180,1433,59.7,0.073,0.0,-1.2,-10.9,0.145,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
XLE,binance,MEXC,180,1433,59.7,0.033,0.0,-0.1,0.0,0.005,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
XLE,binance,LBank,180,801,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
XLE,binance,Variational,180,801,33.4,0.05,0.0,0.2,0.0,0.014,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
ZHONGJI,binance,LBank,58,457,19.0,0.14,0.0,-0.9,0.0,0.208,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
ZHONGJI,binance,HTX,58,385,16.0,0.291,0.0,36.9,0.0,-5.172,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
1000BTT,bybit,MEXC,180,1433,59.7,0.403,-0.0,-59.2,-10.6,1.057,-211.3,10.9,0.41,-5.0,-10.7,,untested,blocked
AAPL,okx,GRVT,105,1433,59.7,0.452,0.0,-1.1,-6.7,0.497,0.0,19.4,0.4,-4.9,-10.4,,untested,blocked
AAPL,binance,HTX,275,1417,59.0,0.17,0.0,-0.1,0.0,0.244,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
AAPL,binance,Extended,275,169,7.0,0.172,0.0,-0.9,-1.0,0.023,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
AAPL,binance,MEXC,275,169,7.0,0.284,0.0,-0.0,0.0,-0.045,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
AIXBT,binance,BingX,277,1437,59.9,0.011,0.0,-1.8,0.0,0.042,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
AIXBT,binance,Bitunix,277,1437,59.9,0.117,0.0,0.0,0.0,0.005,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
AIXBT,binance,MEXC,277,1437,59.9,0.117,0.0,-0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
AIXBT,binance,WhiteBIT,277,1437,59.9,0.0,0.0,-2.2,0.0,0.049,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
AIXBT,binance,LBank,277,801,33.4,0.01,0.0,-0.1,0.0,0.012,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
AIXBT,binance,Variational,277,801,33.4,0.965,0.0,11.3,0.0,0.675,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
AIXBT,binance,KuCoin,277,753,31.4,0.187,0.0,6.1,0.0,-0.238,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
AMZN,binance,GRVT,270,1417,59.0,0.176,0.0,-5.8,0.0,0.494,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
AMZN,binance,LBank,270,785,32.7,0.185,0.0,1.7,0.0,0.098,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
AMZN,binance,Variational,270,785,32.7,0.175,0.0,1.7,0.0,0.098,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
AMZN,binance,MEXC,270,761,31.7,0.191,0.0,1.7,0.0,0.098,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
APE,bitget,BitMEX,112,625,26.0,0.0,0.0,-1.2,0.0,0.095,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
APE,bitget,BingX,112,1433,59.7,0.028,0.0,-0.4,0.0,0.024,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
APE,bitget,WhiteBIT,112,1433,59.7,0.0,0.0,-0.6,0.0,0.039,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
APE,bitget,Variational,112,801,33.4,0.96,0.0,0.5,0.0,0.141,10.9,10.9,0.42,-5.1,-10.9,1.0330176681277347e+17,untested,blocked
APEX,bybit,BingX,343,1437,59.9,0.003,0.0,0.0,0.0,0.001,10.9,10.9,0.41,-5.0,-10.7,,untested,reachable
APEX,bybit,Bitunix,343,1437,59.9,0.003,0.0,0.0,0.0,0.0,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
APEX,bybit,MEXC,343,1437,59.9,0.003,0.0,0.0,0.0,0.0,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
APEX,bybit,LBank,343,801,33.4,0.005,0.0,0.0,0.0,0.0,10.9,10.9,0.41,-5.0,-10.7,,untested,blocked
APEX,bybit,Variational,343,801,33.4,0.975,0.0,-2.2,0.0,-0.122,10.9,10.9,0.41,-5.0,-10.7,1.0084220093627886e+17,untested,blocked
APT,bitget,ApeX,270,1417,59.0,0.0,0.0,-5.4,-7.7,-0.007,10.9,10.9,0.42,-5.1,-10.9,,untested,blocked
APT,bitget,BingX,270,1417,59.0,0.011,0.0,-4.4,-6.0,-0.015,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
APT,bybit,Bitunix,270,1417,59.0,0.254,0.0,-3.3,-7.8,0.051,7.0,10.9,0.41,-5.0,-10.7,,untested,blocked
APT,bitget,HTX,270,1417,59.0,0.0,0.0,-5.4,-7.7,-0.007,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
APT,bitget,KuCoin,270,1417,59.0,0.141,0.0,-2.5,-5.5,-0.127,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
APT,bybit,MEXC,270,1417,59.0,0.277,0.0,-2.4,-7.3,0.002,7.0,10.9,0.41,-5.0,-10.7,,untested,blocked
APT,bitget,WhiteBIT,270,1417,59.0,0.0,0.0,-5.5,-7.7,-0.02,10.9,10.9,0.42,-5.1,-10.9,,untested,reachable
AVAX,hl,ApeX,2156,1426,59.4,0.018,0.0,-5.1,-9.5,-0.001,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
AVAX,hl,Pacifica,2156,1426,59.4,0.028,0.0,-4.9,-9.1,-0.011,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
AVAX,hl,BitMEX,2156,361,15.0,0.011,0.0,-1.9,0.0,-0.087,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
AVAX,hl,BitMEX,2156,361,15.0,0.011,0.0,-1.9,0.0,-0.087,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
AVAX,hl,BingX,2156,1419,59.1,0.147,0.0,-4.1,-8.9,-0.06,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
AVAX,hl,Bitunix,2156,1419,59.1,0.079,0.0,-4.6,-9.1,-0.006,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
AVAX,hl,Bitunix,2156,1419,59.1,0.079,0.0,-4.6,-9.1,-0.006,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
AVAX,hl,Bitunix,2156,1419,59.1,0.079,0.0,-4.6,-9.1,-0.006,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
AVAX,hl,GRVT,2156,1419,59.1,0.064,0.0,-4.6,-9.4,-0.023,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
AVAX,hl,HTX,2156,1419,59.1,0.016,0.0,-8.2,-11.3,-0.265,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
AVAX,bitget,KuCoin,270,1417,59.0,0.164,0.0,-1.7,-4.9,0.043,9.4,10.9,0.42,-5.1,-10.9,,untested,reachable
AVAX,hl,WhiteBIT,2156,1419,59.1,0.078,0.0,-4.5,-9.1,0.004,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
BCH,hl,ApeX,589,1440,60.0,0.033,0.0,-3.1,0.0,0.208,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
BCH,hl,BitMEX,589,393,16.4,0.382,0.0,-3.7,-13.7,0.504,3.3,8.2,0.39,-4.7,-10.2,,untested,reachable
BCH,hl,edgeX,589,1437,59.9,0.006,0.0,-2.3,0.0,0.347,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
BCH,hl,GRVT,589,1433,59.7,0.113,0.0,-1.9,0.0,0.215,10.9,10.9,0.39,-4.7,-10.2,,untested,blocked
BCH,hl,HTX,589,1433,59.7,0.0,0.0,-3.6,0.0,0.222,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
BCH,hl,WhiteBIT,589,1433,59.7,0.0,0.0,-3.5,0.0,0.235,10.9,10.9,0.39,-4.7,-10.2,,untested,reachable
BCH,binance,LBank,73,185,7.7,0.043,0.0,0.0,0.0,0.002,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
BIO,binance,BingX,235,1437,59.9,0.006,0.0,-2.0,0.0,0.069,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
BIO,binance,Bitunix,235,1437,59.9,0.139,0.0,0.1,0.0,-0.005,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
BIO,binance,MEXC,235,1437,59.9,0.145,0.0,0.0,0.0,-0.003,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
BIO,binance,WhiteBIT,235,1437,59.9,0.0,0.0,-2.1,0.0,0.073,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
BIO,binance,KuCoin,235,1153,48.0,0.198,0.0,4.3,0.0,-0.185,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
BIO,binance,Variational,235,801,33.4,0.96,0.0,3.0,0.0,-0.396,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
BMT,binance,Bitunix,360,1437,59.9,0.295,0.0,-0.5,0.0,-0.014,10.9,9.3,0.4,-4.9,-10.4,,untested,blocked
BMT,binance,MEXC,360,1437,59.9,0.203,0.0,0.0,-0.1,-0.004,10.9,9.2,0.4,-4.9,-10.4,,untested,blocked
BMT,binance,KuCoin,360,1153,48.0,0.216,0.0,-6.1,-27.8,-0.737,-1.6,10.9,0.4,-4.9,-10.4,,untested,reachable
