venue,symbol,market,asset_class,mechanism,rate,interval_h,apr,oi_usd,stale,suspect
gate,KIOXIA,KIOXIA_USDT,equity,standard,0.000635,8.0,0.6953250000000001,47923.13070000001,False,False
hyperliquid,KIOXIA,xyz:KIOXIA,equity,builder_set,-6.42665e-05,1.0,-0.56297454,8424221.136599999,False,False
lighter,KIOXIA,KIOXIA,equity,standard,3.2e-05,8.0,0.03504,0.0,False,True
okx,KIOXIA,KIOXIA-USDT-SWAP,equity,standard,0.0002523121415029,8.0,0.27628179494567545,728867.2821000001,False,False
binance,KLAC,KLACUSDT,equity,standard,0.0,8.0,0.0,749630.1293,False,False
bitget,KLAC,KLACUSDT,equity,standard,0.0,8.0,0.0,265730.0736200001,False,False
bybit,KLAC,KLACUSDT,equity,standard,0.0,8.0,0.0,145479.74000000002,False,False
gate,KLAC,KLAC_USDT,equity,standard,0.0,8.0,0.0,129227.8374,False,False
okx,KLAC,KLAC-USDT-SWAP,equity,standard,0.0,8.0,0.0,326641.2956,False,False
binance,KO,KOUSDT,equity,standard,0.0,8.0,0.0,584662.5462,False,False
bitget,KO,KOUSDT,equity,standard,0.0,8.0,0.0,143318.404,False,False
bybit,KO,KOUSDT,equity,standard,0.0,8.0,0.0,179572.695,False,False
gate,KO,KO_USDT,equity,standard,0.0,8.0,0.0,168807.63999999998,False,False
okx,KO,KO-USDT-SWAP,equity,standard,0.0,8.0,0.0,294530.678,False,False
binance,KODEX200,KODEX200USDT,equity,standard,0.0,8.0,0.0,45413.0656,False,False
gate,KODEX200,KODEX200_USDT,equity,standard,0.0,8.0,0.0,11870.064000000002,False,False
bitget,KOPN,KOPNUSDT,equity,standard,0.0,8.0,0.0,39730.34844000002,False,False
aster,KORU,KORUUSDT,equity,standard,0.0,8.0,0.0,76743.47479968,False,False
binance,KORU,KORUUSDT,equity,standard,0.0,8.0,0.0,48449680.09036982,False,False
bitget,KORU,KORUUSDT,equity,standard,0.0,8.0,0.0,41971387.94399995,False,False
gate,KORU,KORU_USDT,equity,standard,0.0,8.0,0.0,2389935.2702,False,False
hyperliquid,KORU,xyz:KORU,equity,builder_set,-7.6888e-06,1.0,-0.067353888,2463116.4558,False,False
lighter,KORU,KORU,etf,standard,3.2e-05,8.0,0.03504,0.0,False,False
okx,KORU,KORU-USDT-SWAP,equity,standard,0.0,8.0,0.0,5451376.177999999,False,False
bitget,KR200,KR200USDT,index,standard,0.0,4.0,0.0,63423.2508,False,False
hyperliquid,KR200,xyz:KR200,index,builder_set,0.0002243419,1.0,1.9652350440000002,532409.51952,False,False
okx,KR200,KR200-USDT-SWAP,index,standard,0.0014602234211422,8.0,1.5989446461507089,41346.50487,False,False
ostium,KR2550,KR2550,index,funding_plus_borrow,0.0,1.0,0.0,5.474513402821548,False,False
aster,KSTR,KSTRUSDT,equity,standard,0.0,8.0,0.0,6949.379726273999,False,False
binance,KSTR,KSTRUSDT,equity,standard,0.0,8.0,0.0,1376825.752,False,False
bitget,KSTR,KSTRUSDT,equity,standard,0.0,8.0,0.0,493129.25200000015,False,False
gate,KSTR,KSTR_USDT,equity,standard,0.0,8.0,0.0,157808.64400000003,False,False
bitget,KTOS,KTOSUSDT,equity,standard,0.0,8.0,0.0,153906.06920000003,False,False
aster,KUAISHOU,KUAISHOUUSDT,equity,standard,0.0,8.0,0.0,35620.22220279,False,False
binance,KUAISHOU,KUAISHOUUSDT,equity,standard,0.0,8.0,0.0,1509565.2587000001,False,False
bitget,KUAISHOU,KUAISHOUUSDT,equity,standard,0.0,8.0,0.0,533458.31161,False,False
bybit,KUAISHOU,KUAISHOUUSDT,equity,standard,0.0,8.0,0.0,58207.757,False,False
gate,KUAISHOU,KUAISHOU_USDT,equity,standard,0.0,8.0,0.0,205877.82,False,False
bitget,KWEB,KWEBUSDT,etf,standard,0.0,8.0,0.0,363133.6278,False,False
gate,KWEB,KWEB_USDT,etf,standard,0.0,4.0,0.0,21823.2,False,False
bybit,LAOPU,LAOPUUSDT,equity,standard,0.0,8.0,0.0,21521.7127,False,False
bitget,LASERTEC,LASERTECUSDT,equity,standard,0.0,8.0,0.0,121052.73960000018,False,False
gate,LENOVO,LENOVO_USDT,equity,standard,0.0,8.0,0.0,35942.2442,False,False
bitget,LENOVOHKD,LENOVOHKDUSDT,equity,standard,0.0,8.0,0.0,159729.15220000007,False,False
gate,LETTALL,LETTALL_USDT,equity,standard,0.0,8.0,0.0,7693.995,False,False
binance,LGELECTRONICS,LGELECTRONICSUSDT,equity,standard,0.0,8.0,0.0,209632.14038069794,False,False
bitget,LGELECTRONICS,LGELECTRONICSUSDT,equity,standard,0.0,8.0,0.0,244023.0876000011,False,False
bybit,LGELECTRONICS,LGELECTRONICSUSDT,equity,standard,0.0,8.0,0.0,13075.6775,False,False
gate,LGELECTRONICS,LGELECTRONICS_USDT,equity,standard,0.0,8.0,0.0,60117.2544,False,False
bitget,LIN,LINUSDT,equity,standard,0.0,8.0,0.0,14430.556800000002,False,False
gate,LIN,LIN_USDT,equity,standard,0.0,8.0,0.0,13781.34,False,False
apex,LITE,LITE-USDT,equity,standard,1.25e-05,1.0,0.1095,32475.496000000003,False,False
aster,LITE,LITEUSDT,equity,standard,0.0,8.0,0.0,264192.41973073623,False,False
binance,LITE,LITEUSDT,equity,standard,0.0,8.0,0.0,12730412.311459867,False,False
bitget,LITE,LITEUSDT,equity,standard,0.0,8.0,0.0,1862858.9142000037,False,False
bybit,LITE,LITEUSDT,equity,standard,0.0,8.0,0.0,523940.0530000001,False,False
coinbase,LITE,LITE-PERP,equity,standard,4.4e-05,1.0,0.38544,125249.22450000001,False,False
gate,LITE,LITE_USDT,equity,standard,0.0,8.0,0.0,4024684.4888000004,False,False
hyperliquid,LITE,xyz:LITE,equity,builder_set,1.25459e-05,1.0,0.109902084,9648916.00464,False,False
lighter,LITE,LITE,equity,standard,3.2e-05,8.0,0.03504,104232.16054200001,False,False
okx,LITE,LITE-USDT-SWAP,equity,standard,0.0,8.0,0.0,3395752.9119999995,False,False
orderly,LITE,PERP_LITE_USDC_mythos,equity,standard,9.978e-05,8.0,0.1092591,422.29551,False,False
aster,LLY,LLYUSDT,equity,standard,0.0,8.0,0.0,36211.5138442772,False,False
binance,LLY,LLYUSDT,equity,standard,0.0,8.0,0.0,1710971.1929347229,False,False
bitget,LLY,LLYUSDT,equity,standard,0.0,8.0,0.0,716971.8240000001,False,False
bybit,LLY,LLYUSDT,equity,standard,0.0,8.0,0.0,685136.0214,False,False
gate,LLY,LLY_USDT,equity,standard,0.0,8.0,0.0,411067.63264,False,False
grvt,LLY,LLY_USDT_Perp,equity,standard,0.0,8.0,0.0,407.36190902504995,False,False
hyperliquid,LLY,xyz:LLY,equity,builder_set,1.1999e-05,1.0,0.10511124,5840169.1808,False,False
okx,LLY,LLY-USDT-SWAP,equity,standard,0.0,8.0,0.0,522086.0111999999,False,False
bitget,LMT,LMTUSDT,equity,standard,0.0,8.0,0.0,43663.87320000001,False,False
gate,LMT,LMT_USDT,equity,standard,0.0,8.0,0.0,42071.114,False,False
gate,LONGSYS,LONGSYS_USDT,equity,standard,-0.0002,8.0,-0.219,12549.0,False,False
gate,LQD,LQD_USDT,equity,standard,0.0,8.0,0.0,16551.352,False,False
binance,LRCX,LRCXUSDT,equity,standard,0.0,8.0,0.0,443462.04630000005,False,False
bitget,LRCX,LRCXUSDT,equity,standard,0.0,8.0,0.0,241058.2782,False,False
bybit,LRCX,LRCXUSDT,equity,standard,0.0,8.0,0.0,122856.53520000001,False,False
gate,LRCX,LRCX_USDT,equity,standard,0.0,8.0,0.0,86514.232,False,False
okx,LRCX,LRCX-USDT-SWAP,equity,standard,0.0,8.0,0.0,287527.8083,False,False
paragon,LRCX,para:LRCX,equity,builder_set,7.5e-06,1.0,0.06570000000000001,221607.820524,False,False
gate,LUNR,LUNR_USDT,equity,standard,0.0,8.0,0.0,10307.820000000002,False,False
okx,LUNR,LUNR-USDT-SWAP,equity,standard,0.0,8.0,0.0,68818.49999999999,False,False
gate,LUXSHARE,LUXSHARE_USDT,equity,standard,-0.0002,8.0,-0.219,8539.776,False,False
bitget,LWLG,LWLGUSDT,equity,standard,0.0,8.0,0.0,40621.950600000106,False,False
aster,LYTE,LYTEUSDT,equity,standard,0.0001,8.0,0.1095,8374.558736937599,False,False
binance,LYTE,LYTEUSDT,equity,standard,0.0,8.0,0.0,520351.53200000006,False,False
bitget,LYTE,LYTEUSDT,equity,standard,0.0,8.0,0.0,121346.49698000008,False,False
hyperliquid,LYTE,xyz:LYTE,equity,builder_set,7.99766e-05,1.0,0.700595016,1006782.39936,False,False
okx,LYTE,LYTE-USDT-SWAP,equity,standard,8.74731753226e-05,8.0,0.09578312697824701,239155.47499999998,False,False
bybit,MA,MAUSDT,equity,standard,0.0,8.0,0.0,48226.4559,False,False
hyperliquid,MAGS,xyz:MAGS,equity,builder_set,5.71877e-05,1.0,0.500964252,137339.66848,False,False
bitget,MAR,MARUSDT,equity,standard,0.0,8.0,0.0,110415.70320000009,False,False
gate,MAR,MAR_USDT,equity,standard,0.0,8.0,0.0,16032.816000000003,False,False
binance,MARA,MARAUSDT,equity,standard,0.0,8.0,0.0,58731.27071078541,False,False
bitget,MARA,MARAUSDT,equity,standard,0.0,8.0,0.0,83786.14399999988,False,False
bybit,MARA,MARAUSDT,equity,standard,0.0,8.0,0.0,161487.04,False,False
gate,MARA,MARA_USDT,equity,standard,0.0,8.0,0.0,2622.6277999999998,False,False
okx,MARA,MARA-USDT-SWAP,equity,standard,0.0,8.0,0.0,51224.72,False,False
bitget,MCD,MCDUSDT,equity,standard,0.000114,8.0,0.12483000000000001,1626558.5128000006,False,False
bybit,MCD,MCDUSDT,equity,standard,0.00104434,8.0,1.1435522999999999,143221.00999999998,False,False
gate,MCD,MCD_USDT,equity,standard,0.0,8.0,0.0,160023.33000000002,False,False
gate,MCHP,MCHP_USDT,equity,standard,0.0,8.0,0.0,22994.240000000005,False,False
binance,MDB,MDBUSDT,equity,standard,0.0,8.0,0.0,41259.8694082659,False,False
bitget,MDB,MDBUSDT,equity,standard,0.0,8.0,0.0,66412.70320000003,False,False
gate,MDB,MDB_USDT,equity,standard,0.0,8.0,0.0,45506.408,False,False
aster,MEITUAN,MEITUANUSDT,equity,standard,0.0,8.0,0.0,955.1928758274,False,False
binance,MEITUAN,MEITUANUSDT,equity,standard,0.0,8.0,0.0,938070.8212000001,False,False
bitget,MEITUAN,MEITUANUSDT,equity,standard,0.0,8.0,0.0,498106.58612000145,False,False
bybit,MEITUAN,MEITUANUSDT,equity,standard,0.0,8.0,0.0,29648.346,False,False
gate,MEITUAN,MEITUAN_USDT,equity,standard,0.0,8.0,0.0,112401.80180000002,False,False
bitget,MELI,MELIUSDT,equity,standard,0.0,8.0,0.0,8711.892000000018,False,False
gate,MELI,MELI_USDT,equity,standard,0.0,8.0,0.0,8401.1872,False,False
paragon,MELI,para:MELI,equity,builder_set,7.5e-06,1.0,0.06570000000000001,4090.3669559999994,False,False
apex,META,META-USDT,equity,standard,1.25e-05,1.0,0.1095,1138.4063999999998,False,False
aster,META,METAUSDT,equity,standard,0.0,8.0,0.0,271152.44994164084,False,False
avantis,META,META/USD,equity,funding_plus_borrow,0.0,1.0,0.0,1239.48,False,False
binance,META,METAUSDT,equity,standard,0.0,8.0,0.0,24423632.654400002,False,False
bitget,META,METAUSDT,equity,standard,0.0,8.0,0.0,5901008.154000005,False,False
bybit,META,METAUSDT,equity,standard,0.0,8.0,0.0,2042891.0112,False,False
coinbase,META,META-PERP,equity,standard,1.1e-05,1.0,0.09636,539756.2478,False,False
gate,META,METAX_USDT,equity,standard,-3.6e-05,8.0,-0.039420000000000004,984866.0640000001,False,False
grvt,META,META_USDT_Perp,equity,standard,0.0,8.0,0.0,13182.24587232422,False,False
hyperliquid,META,xyz:META,equity,builder_set,-1.851e-06,1.0,-0.016214759999999998,42612245.96388,False,False
kraken,META,PF_METAXUSD,equity,standard,8.240690532946302e-06,1.0,0.0721884490686096,99171.82160307959,False,False
lighter,META,META,equity,standard,3.2e-05,8.0,0.03504,511530.01947000006,False,False
okx,META,META-USDT-SWAP,equity,standard,0.0,8.0,0.0,4152935.3711999995,False,False
orderly,META,PERP_META_USDC_mythos,equity,standard,9.954e-05,8.0,0.1089963,1251.7575,False,False
ostium,META,META,equity,funding_plus_borrow,0.0,1.0,0.0,16535.063602148846,False,False
bitget,METU,METUUSDT,equity,standard,0.0,8.0,0.0,47298.84863999996,False,False
gate,METU,METU_USDT,equity,standard,0.0,8.0,0.0,28748.034000000003,False,False
gate,MIDEA,MIDEA_USDT,equity,standard,0.0,8.0,0.0,352.24,False,False
aster,MINIMAX,MINIMAXUSDT,preipo,standard,0.0,8.0,0.0,49806.23831254694,False,False
binance,MINIMAX,MINIMAXUSDT,preipo,standard,0.00026834,8.0,0.2938323,5408795.2111063115,False,False
bitget,MINIMAX,MINIMAXUSDT,preipo,standard,0.0,8.0,0.0,1104287.492400001,False,False
bybit,MINIMAX,MINIMAXUSDT,preipo,standard,0.0,8.0,0.0,145681.1323,False,False
gate,MINIMAX,MINIMAX_USDT,preipo,standard,0.0,8.0,0.0,705921.2992,False,False
hyperliquid,MINIMAX,xyz:MINIMAX,preipo,builder_set,0.0001114871,1.0,0.976626996,13542069.8166,False,False
lighter,MINIMAX,MINIMAX,preipo,standard,3.2e-05,8.0,0.03504,62161.239308,False,False
okx,MINIMAX,MINIMAX-USDT-SWAP,preipo,standard,0.0,8.0,0.0,787966.7920000001,False,False
bitget,MINIMAXHKD,MINIMAXHKDUSDT,equity,standard,0.0,8.0,0.0,397872.54519999993,False,False
gate,MINIMAXHKD,MINIMAXHKD_USDT,equity,standard,0.0,8.0,0.0,41000.0484,False,False
bybit,MNST,MNSTUSDT,equity,standard,0.0,8.0,0.0,71800.3132,False,False
bybit,MO,MOUSDT,equity,standard,0.0,8.0,0.0,52339.335999999996,False,False
gate,MO,MO_USDT,equity,standard,0.0,8.0,0.0,4971.508000000001,False,False
gate,MONTAGE,MONTAGE_USDT,equity,standard,0.0,8.0,0.0,14026.32,False,False
bitget,MOONSHOT,MOONSHOTUSDT,equity,standard,0.0,8.0,0.0,1416339.8008,False,False
okx,MOONSHOT,MOONSHOT-USDT-SWAP,preipo,standard,0.0,8.0,0.0,405368.496,False,False
gate,MOUTAI,MOUTAI_USDT,equity,standard,-0.0002,8.0,-0.219,2504.1659999999997,False,False
bitget,MP,MPUSDT,equity,standard,0.0,8.0,0.0,256734.50580000022,False,False
ostium,MP,MP,equity,funding_plus_borrow,0.0,1.0,0.0,376.5825697992509,False,False
gate,MPWR,MPWR_USDT,equity,standard,0.0,8.0,0.0,28893.668199999996,False,False
apex,MRK,MRK-USDT,equity,standard,1.25e-05,1.0,0.1095,2852.325,False,True
binance,MRK,MRKUSDT,equity,standard,0.0,8.0,0.0,74473.314,False,False
bitget,MRK,MRKUSDT,equity,standard,0.0,8.0,0.0,49715.69000000015,False,False
bybit,MRK,MRKUSDT,equity,standard,0.0,8.0,0.0,46300.3749,False,False
gate,MRK,MRK_USDT,equity,standard,0.0,8.0,0.0,49603.640799999994,False,False
okx,MRK,MRK-USDT-SWAP,equity,standard,0.0,8.0,0.0,17092.5489,False,False
aster,MRNA,MRNAUSDT,equity,standard,0.0,8.0,0.0,61869.76253278921,False,False
binance,MRNA,MRNAUSDT,equity,standard,0.0,8.0,0.0,1410308.9412988077,False,False
bitget,MRNA,MRNAUSDT,equity,standard,0.0,8.0,0.0,1188697.8500000006,False,False
bybit,MRNA,MRNAUSDT,equity,standard,0.00020919,8.0,0.22906305,382536.3464,False,False
gate,MRNA,MRNA_USDT,equity,standard,0.0,8.0,0.0,438865.6136,False,False
hyperliquid,MRNA,xyz:MRNA,equity,builder_set,6.25e-06,1.0,0.05475,2101516.3904,False,False
lighter,MRNA,MRNA,equity,standard,3.2e-05,8.0,0.03504,93201.084003,False,False
okx,MRNA,MRNA-USDT-SWAP,equity,standard,0.0,8.0,0.0,1246131.4508,False,False
apex,MRVL,MRVL-USDT,equity,standard,1.25e-05,1.0,0.1095,7617.689799999999,False,False
aster,MRVL,MRVLUSDT,equity,standard,0.0,8.0,0.0,308261.7179733747,False,False
avantis,MRVL,MRVL/USD,equity,funding_plus_borrow,0.0,1.0,0.0,998.0699999999999,False,False
binance,MRVL,MRVLUSDT,equity,standard,0.0,8.0,0.0,41090140.8862,False,False
bitget,MRVL,MRVLUSDT,equity,standard,0.000108,8.0,0.11825999999999999,7094358.253800002,False,False
bybit,MRVL,MRVLUSDT,equity,standard,0.0,8.0,0.0,3161014.5160000003,False,False
coinbase,MRVL,MRVL-PERP,equity,standard,1.2e-05,1.0,0.10512,266969.04540000006,False,False
gate,MRVL,MRVL_USDT,equity,standard,0.0,8.0,0.0,2464211.9000000004,False,False
grvt,MRVL,MRVL_USDT_Perp,equity,standard,0.0,8.0,0.0,2570.96574965813,False,False
hyperliquid,MRVL,xyz:MRVL,equity,builder_set,6.25e-06,1.0,0.05475,27541796.3184,False,False
lighter,MRVL,MRVL,equity,standard,3.2e-05,8.0,0.03504,145716.28664399998,False,False
okx,MRVL,MRVL-USDT-SWAP,equity,standard,0.0,8.0,0.0,10471684.036,False,False
orderly,MRVL,PERP_MRVL_USDC_mythos,equity,standard,0.0001017,8.0,0.1113615,379.3679,False,False
apex,MSFT,MSFT-USDT,equity,standard,1.25e-05,1.0,0.1095,157876.2818,False,False
aster,MSFT,MSFTUSDT,equity,standard,0.0,8.0,0.0,160354.782,False,False
avantis,MSFT,MSFT/USD,equity,funding_plus_borrow,0.0,1.0,0.0,60115.270000000004,False,False
binance,MSFT,MSFTUSDT,equity,standard,3.94e-06,8.0,0.0043143,20933859.4857,False,False
bitget,MSFT,MSFTUSDT,equity,standard,0.0,8.0,0.0,3738884.6575,False,False
bybit,MSFT,MSFTUSDT,equity,standard,0.0,8.0,0.0,4048069.4406,False,False
coinbase,MSFT,MSFT-PERP,equity,standard,3e-06,1.0,0.02628,655212.0307,False,False
gate,MSFT,MSFT_USDT,equity,standard,0.0,8.0,0.0,2145909.8752,False,False
grvt,MSFT,MSFT_USDT_Perp,equity,standard,0.0,8.0,0.0,19705.17529842244,False,False
hyperliquid,MSFT,xyz:MSFT,equity,builder_set,6.25e-06,1.0,0.05475,22155948.152099997,False,False
lighter,MSFT,MSFT,equity,standard,3.2e-05,8.0,0.03504,1160133.614559,False,False
okx,MSFT,MSFT-USDT-SWAP,equity,standard,0.0,8.0,0.0,3285755.4828,False,False
orderly,MSFT,PERP_MSFT_USDC_mythos,equity,standard,0.00010099,8.0,0.11058404999999999,9967.718280000001,False,False
ostium,MSFT,MSFT,equity,funding_plus_borrow,0.0,1.0,0.0,9970.676427651415,False,False
bitget,MSFU,MSFUUSDT,equity,standard,0.0,8.0,0.0,118817.21088000023,False,False
gate,MSFU,MSFU_USDT,equity,standard,0.0,8.0,0.0,46628.878000000004,False,False
apex,MSTR,MSTR-USDT,equity,standard,1.25e-05,1.0,0.1095,38403.222,False,False
aster,MSTR,MSTRUSDT,equity,standard,0.00011448,8.0,0.1253556,788175.8048489551,False,False
avantis,MSTR,MSTR/USD,equity,funding_plus_borrow,0.0,1.0,0.0,1121.99,False,False
binance,MSTR,MSTRUSDT,equity,standard,0.00010954,8.0,0.11994629999999999,47789710.1353624,False,False
bitget,MSTR,MSTRUSDT,equity,standard,0.000151,8.0,0.16534500000000002,16186141.269399999,False,False
bybit,MSTR,MSTRUSDT,equity,standard,0.00026744,8.0,0.29284679999999996,5088278.928599999,False,False
coinbase,MSTR,MSTR-PERP,equity,standard,3.7e-05,1.0,0.32411999999999996,849508.9388,False,False
gate,MSTR,MSTR_USDT,equity,standard,0.0,8.0,0.0,0.0,False,False
gate,MSTR,MSTRX_USDT,equity,standard,0.0,8.0,0.0,3509391.8916,False,False
grvt,MSTR,MSTR_USDT_Perp,equity,standard,4.4999999999999996e-05,8.0,0.04927499999999999,41702.02480235964,False,False
hyperliquid,MSTR,xyz:MSTR,equity,builder_set,6.25e-06,1.0,0.05475,38565957.09618,False,False
kraken,MSTR,PF_MSTRXUSD,equity,standard,-5.779752808379318e-06,1.0,-0.05063063460140283,526436.3534489055,False,False
lighter,MSTR,MSTR,equity,standard,0.000152,8.0,0.16644,2526215.738151,False,False
okx,MSTR,MSTR-USDT-SWAP,equity,standard,0.0001472568383297,8.0,0.1612462379710215,10974324.4632,False,False
orderly,MSTR,PERP_MSTR_USDC_mythos,equity,standard,9.815e-05,8.0,0.10747425000000001,2375.234,False,False
ostium,MSTR,MSTR,equity,funding_plus_borrow,0.0,1.0,0.0,10276.936049273838,False,False
pacifica,MSTR,MSTR,equity,standard,1.25e-05,1.0,0.1095,89583.10746,False,False
bitget,MSTU,MSTUUSDT,equity,standard,0.0,8.0,0.0,1807782.366291002,False,False
apex,MU,MU-USDT,equity,standard,1.25e-05,1.0,0.1095,62864.15823999999,False,False
aster,MU,MUUSDT,equity,standard,0.0,8.0,0.0,466898.4043905528,False,False
aster,MU,MUUSD1,equity,standard,0.0,8.0,0.0,4705353.465391453,False,False
avantis,MU,MU/USD,equity,funding_plus_borrow,0.0,1.0,0.0,15434.5,False,False
binance,MU,MUUSDT,equity,standard,0.0,8.0,0.0,107700827.6414,False,False
bitget,MU,MUUSDT,equity,standard,0.0,8.0,0.0,15401997.37649997,False,False
bybit,MU,MUUSDT,equity,standard,0.0,8.0,0.0,7751419.0596,False,False
coinbase,MU,MU-PERP,equity,standard,1.4e-05,1.0,0.12264,540039.0548,False,False
gate,MU,MU_USDT,equity,standard,0.0,8.0,0.0,23982090.876000002,False,False
grvt,MU,MU_USDT_Perp,equity,standard,0.0,8.0,0.0,54305.25347771692,False,False
hyperliquid,MU,xyz:MU,equity,builder_set,6.25e-06,1.0,0.05475,124961539.15708001,False,False
lighter,MU,MU,equity,standard,3.2e-05,8.0,0.03504,632015.64872,False,False
okx,MU,MU-USDT-SWAP,equity,standard,0.0,8.0,0.0,28101068.158200014,False,False
orderly,MU,PERP_MU_USDC_mythos,equity,standard,0.00010045,8.0,0.10999275,1324.2537,False,False
ostium,MU,MU,equity,funding_plus_borrow,0.0,1.0,0.0,332749.63200960384,False,False
bitget,MUFG,MUFGUSDT,equity,standard,0.0,8.0,0.0,8659.976400000043,False,False
gate,MUFG,MUFG_USDT,equity,standard,0.0,8.0,0.0,19953.84,False,False
aster,MUU,MUUUSDT,equity,standard,0.0,8.0,0.0,4797.796117956001,False,False
binance,MUU,MUUUSDT,equity,standard,0.0,8.0,0.0,6096657.627229106,False,False
bitget,MUU,MUUUSDT,equity,standard,0.0,8.0,0.0,2768438.320470004,False,False
gate,MUU,MUU_USDT,equity,standard,0.0,8.0,0.0,756502.88318,False,False
okx,MUU,MUU-USDT-SWAP,equity,standard,0.0,8.0,0.0,920033.9232000003,False,False
binance,MVLL,MVLLUSDT,equity,standard,0.0,8.0,0.0,5819895.581937683,False,False
bitget,MVLL,MVLLUSDT,equity,standard,0.0,8.0,0.0,1047007.235999999,False,False
gate,MVLL,MVLL_USDT,equity,standard,0.0,8.0,0.0,615887.28,False,False
okx,MVLL,MVLL-USDT-SWAP,equity,standard,0.0,8.0,0.0,1322361.8490000002,False,False
binance,NATGAS,NATGASUSDT,commodity,standard,0.0,4.0,0.0,15785276.918677617,False,False
bitget,NATGAS,NATGASUSDT,commodity,standard,7e-06,4.0,0.01533,7655329.704,False,False
hyperliquid,NATGAS,xyz:NATGAS,commodity,builder_set,6.25e-06,1.0,0.05475,9646655.833779998,False,False
lighter,NATGAS,NATGAS,commodity,standard,3.2e-05,8.0,0.03504,543297.5031000001,False,False
orderly,NATGAS,PERP_NATGAS_USDC_mythos,commodity,standard,0.00010135,8.0,0.11097825,284.888,False,False
pacifica,NATGAS,NATGAS,commodity,standard,1.25e-05,1.0,0.1095,79600.9177964,False,False
gate,NAURA,NAURA_USDT,equity,standard,0.0,8.0,0.0,1797.5110000000002,False,False
binance,NAVER,NAVERUSDT,equity,standard,0.0,8.0,0.0,90037.83832502931,False,False
bitget,NAVER,NAVERUSDT,equity,standard,0.0,8.0,0.0,67105.44959999988,False,False
bybit,NAVER,NAVERUSDT,equity,standard,0.0,8.0,0.0,8316.869400000001,False,False
gate,NAVER,NAVER_USDT,equity,standard,0.0,8.0,0.0,29128.417400000002,False,False
aster,NBIS,NBISUSDT,equity,standard,0.0,8.0,0.0,88365.667644569,False,False
binance,NBIS,NBISUSDT,equity,standard,0.0,8.0,0.0,22007392.128000002,False,False
bitget,NBIS,NBISUSDT,equity,standard,0.000147,8.0,0.160965,2148984.6367999986,False,False
bybit,NBIS,NBISUSDT,equity,standard,0.00049841,8.0,0.5457589500000001,3405247.6829,False,False
coinbase,NBIS,NBIS-PERP,equity,standard,3.1e-05,1.0,0.27156,276582.774,False,False
gate,NBIS,NBIS_USDT,equity,standard,0.0,8.0,0.0,1712914.831,False,False
grvt,NBIS,NBIS_USDT_Perp,equity,standard,6.2e-05,8.0,0.06789,3803.3561537762,False,False
hyperliquid,NBIS,xyz:NBIS,equity,builder_set,2.20831e-05,1.0,0.19344795599999998,68501236.4848,False,False
lighter,NBIS,NBIS,equity,standard,4e-05,8.0,0.043800000000000006,434894.735913,False,False
okx,NBIS,NBIS-USDT-SWAP,equity,standard,5.89563416922e-05,8.0,0.064557194152959,2918614.4658000004,False,False
orderly,NBIS,PERP_NBIS_USDC_mythos,equity,standard,9.934e-05,8.0,0.1087773,3387.294,False,False
hyperliquid,NCLD,xyz:NCLD,equity,builder_set,0.0001227726,1.0,1.075487976,407131.20339999994,False,False
ostium,NDX,NDX,index,funding_plus_borrow,0.0,1.0,0.0,2047725.4988502935,False,False
bitget,NDX100,NDX100USDT,index,standard,0.0,8.0,0.0,3194842.3496,False,False
gate,NEE,NEE_USDT,equity,standard,0.0,8.0,0.0,38032.32,False,False
binance,NET,NETUSDT,equity,standard,0.0,8.0,0.0,259095.31242308,False,False
bitget,NET,NETUSDT,equity,standard,0.0,8.0,0.0,221929.99399999995,False,False
bybit,NET,NETUSDT,equity,standard,0.0,8.0,0.0,53224.5504,False,False
gate,NET,NET_USDT,equity,standard,0.0,8.0,0.0,14111.856000000002,False,False
hyperliquid,NET,xyz:NET,equity,builder_set,8.06381e-05,1.0,0.706389756,287303.2264,False,False
okx,NET,NET-USDT-SWAP,equity,standard,0.0,8.0,0.0,113596.0938,False,False
paragon,NET,para:NET,equity,builder_set,7.5e-06,1.0,0.06570000000000001,143743.89940000002,False,False
bitget,NETEASE,NETEASEUSDT,equity,standard,0.0,8.0,0.0,54278.862479999996,False,False
gate,NEURALINK,NEURALINK_USDT,preipo,standard,0.0,8.0,0.0,11117.615399999999,False,False
aster,NFLX,NFLXUSDT,equity,standard,0.0,8.0,0.0,5800.5831691384,False,False
avantis,NFLX,NFLX/USD,equity,funding_plus_borrow,0.0,1.0,0.0,1000.0,False,False
binance,NFLX,NFLXUSDT,equity,standard,0.0,8.0,0.0,1798374.3336000002,False,False
bitget,NFLX,NFLXUSDT,equity,standard,0.0,8.0,0.0,1719443.0448000005,False,False
bybit,NFLX,NFLXUSDT,equity,standard,0.0,8.0,0.0,314416.3308,False,False
gate,NFLX,NFLX_USDT,equity,standard,0.0,8.0,0.0,494765.0694,False,False
hyperliquid,NFLX,xyz:NFLX,equity,builder_set,6.25e-06,1.0,0.05475,3275438.06161,False,False
okx,NFLX,NFLX-USDT-SWAP,equity,standard,0.0,8.0,0.0,576274.3099999999,False,False
ostium,NFLX,NFLX,equity,funding_plus_borrow,0.0,1.0,0.0,5.44438509498846,False,True
ostium,NIK,NIK,index,funding_plus_borrow,0.0,1.0,0.0,33044.09998627685,False,False
bitget,NIO,NIOUSDT,equity,standard,0.0,8.0,0.0,647559.7144600003,False,False
